user_id,pay_date,amount
1,2023-07-09,10
1,2023-08-08,10
1,2023-09-07,10
1,2023-10-07,10
1,2023-11-06,10
1,2023-12-06,10
2,2023-04-02,10
2,2023-05-02,10
2,2023-06-01,10
2,2023-07-01,10
2,2023-07-31,10
2,2023-08-30,10
2,2023-09-29,10
2,2023-10-29,10
2,2023-11-28,10
3,2023-07-14,10
3,2023-08-13,10
3,2023-09-12,10
3,2023-10-12,10
3,2023-11-11,10
4,2023-07-05,10
4,2023-08-04,10
4,2023-09-03,10
4,2023-10-03,10
4,2023-11-02,10
4,2023-12-02,10
5,2023-07-16,10
6,2023-02-23,10
6,2023-03-25,10
6,2023-04-24,10
6,2023-05-24,10
6,2023-06-23,10
6,2023-07-23,10
7,2023-04-27,10
7,2023-05-27,10
7,2023-06-26,10
7,2023-07-26,10
7,2023-08-25,10
7,2023-09-24,10
8,2023-03-16,10
8,2023-04-15,10
8,2023-05-15,10
8,2023-06-14,10
8,2023-07-14,10
8,2023-08-13,10
9,2023-07-10,10
9,2023-08-09,10
9,2023-09-08,10
9,2023-10-08,10
9,2023-11-07,10
9,2023-12-07,10
10,2023-02-24,10
10,2023-03-26,10
11,2023-03-16,10
11,2023-04-15,10
11,2023-05-15,10
11,2023-06-14,10
11,2023-07-14,10
11,2023-08-13,10
11,2023-09-12,10
11,2023-10-12,10
12,2023-03-18,10
12,2023-04-17,10
12,2023-05-17,10
12,2023-06-16,10
12,2023-07-16,10
12,2023-08-15,10
13,2023-04-18,10
13,2023-05-18,10
13,2023-06-17,10
13,2023-07-17,10
13,2023-08-16,10
13,2023-09-15,10
13,2023-10-15,10
13,2023-11-14,10
13,2023-12-14,10
14,2023-01-11,10
14,2023-02-10,10
14,2023-03-12,10
14,2023-04-11,10
14,2023-05-11,10
14,2023-06-10,10
15,2023-01-27,10
15,2023-02-26,10
15,2023-03-28,10
15,2023-04-27,10
16,2023-06-24,10
16,2023-07-24,10
17,2023-05-01,10
17,2023-05-31,10
17,2023-06-30,10
17,2023-07-30,10
17,2023-08-29,10
17,2023-09-28,10
17,2023-10-28,10
18,2023-06-29,10
18,2023-07-29,10
18,2023-08-28,10
18,2023-09-27,10
18,2023-10-27,10
18,2023-11-26,10
18,2023-12-26,10
19,2023-03-14,10
19,2023-04-13,10
20,2023-05-28,10
20,2023-06-27,10
20,2023-07-27,10
21,2023-07-05,10
21,2023-08-04,10
21,2023-09-03,10
22,2023-02-03,10
22,2023-03-05,10
22,2023-04-04,10
22,2023-05-04,10
22,2023-06-03,10
22,2023-07-03,10
22,2023-08-02,10
23,2023-06-23,10
23,2023-07-23,10
24,2023-01-10,10
25,2023-06-24,10
25,2023-07-24,10
25,2023-08-23,10
25,2023-09-22,10
25,2023-10-22,10
25,2023-11-21,10
25,2023-12-21,10
26,2023-06-02,10
26,2023-07-02,10
26,2023-08-01,10
27,2023-03-21,10
27,2023-04-20,10
27,2023-05-20,10
27,2023-06-19,10
28,2023-05-25,10
29,2023-03-03,10
29,2023-04-02,10
29,2023-05-02,10
29,2023-06-01,10
29,2023-07-01,10
29,2023-07-31,10
30,2023-02-05,10
30,2023-03-07,10
31,2023-03-10,10
31,2023-04-09,10
31,2023-05-09,10
31,2023-06-08,10
31,2023-07-08,10
31,2023-08-07,10
31,2023-09-06,10
31,2023-10-06,10
31,2023-11-05,10
32,2023-01-11,10
32,2023-02-10,10
32,2023-03-12,10
32,2023-04-11,10
32,2023-05-11,10
32,2023-06-10,10
32,2023-07-10,10
32,2023-08-09,10
32,2023-09-08,10
33,2023-02-11,10
33,2023-03-13,10
33,2023-04-12,10
34,2023-04-15,10
34,2023-05-15,10
34,2023-06-14,10
35,2023-04-19,10
35,2023-05-19,10
35,2023-06-18,10
35,2023-07-18,10
36,2023-03-03,10
36,2023-04-02,10
36,2023-05-02,10
36,2023-06-01,10
36,2023-07-01,10
37,2023-04-07,10
37,2023-05-07,10
38,2023-02-02,10
39,2023-02-17,10
39,2023-03-19,10
39,2023-04-18,10
39,2023-05-18,10
39,2023-06-17,10
39,2023-07-17,10
39,2023-08-16,10
39,2023-09-15,10
39,2023-10-15,10
40,2023-02-04,10
40,2023-03-06,10
40,2023-04-05,10
40,2023-05-05,10
40,2023-06-04,10
41,2023-07-07,10
41,2023-08-06,10
41,2023-09-05,10
41,2023-10-05,10
41,2023-11-04,10
42,2023-03-31,10
42,2023-04-30,10
42,2023-05-30,10
42,2023-06-29,10
42,2023-07-29,10
43,2023-03-02,10
43,2023-04-01,10
43,2023-05-01,10
43,2023-05-31,10
44,2023-04-30,10
44,2023-05-30,10
44,2023-06-29,10
44,2023-07-29,10
44,2023-08-28,10
44,2023-09-27,10
44,2023-10-27,10
44,2023-11-26,10
45,2023-06-16,10
45,2023-07-16,10
45,2023-08-15,10
45,2023-09-14,10
45,2023-10-14,10
45,2023-11-13,10
45,2023-12-13,10
46,2023-07-05,10
46,2023-08-04,10
46,2023-09-03,10
46,2023-10-03,10
46,2023-11-02,10
47,2023-06-22,10
48,2023-07-02,10
48,2023-08-01,10
48,2023-08-31,10
48,2023-09-30,10
48,2023-10-30,10
49,2023-06-16,10
49,2023-07-16,10
50,2023-06-17,10
50,2023-07-17,10
50,2023-08-16,10
50,2023-09-15,10
50,2023-10-15,10
50,2023-11-14,10
50,2023-12-14,10
51,2023-05-11,10
51,2023-06-10,10
52,2023-04-27,10
52,2023-05-27,10
52,2023-06-26,10
52,2023-07-26,10
52,2023-08-25,10
52,2023-09-24,10
52,2023-10-24,10
52,2023-11-23,10
52,2023-12-23,10
53,2023-02-25,10
53,2023-03-27,10
53,2023-04-26,10
53,2023-05-26,10
53,2023-06-25,10
53,2023-07-25,10
53,2023-08-24,10
53,2023-09-23,10
53,2023-10-23,10
54,2023-02-01,10
54,2023-03-03,10
54,2023-04-02,10
54,2023-05-02,10
54,2023-06-01,10
54,2023-07-01,10
54,2023-07-31,10
55,2023-06-22,10
55,2023-07-22,10
55,2023-08-21,10
55,2023-09-20,10
55,2023-10-20,10
55,2023-11-19,10
55,2023-12-19,10
56,2023-06-05,10
56,2023-07-05,10
56,2023-08-04,10
57,2023-07-06,10
57,2023-08-05,10
57,2023-09-04,10
57,2023-10-04,10
57,2023-11-03,10
57,2023-12-03,10
58,2023-06-01,10
58,2023-07-01,10
58,2023-07-31,10
58,2023-08-30,10
58,2023-09-29,10
58,2023-10-29,10
59,2023-04-24,10
59,2023-05-24,10
59,2023-06-23,10
59,2023-07-23,10
60,2023-01-05,10
60,2023-02-04,10
60,2023-03-06,10
61,2023-01-14,10
61,2023-02-13,10
61,2023-03-15,10
61,2023-04-14,10
61,2023-05-14,10
61,2023-06-13,10
61,2023-07-13,10
61,2023-08-12,10
62,2023-06-12,10
63,2023-02-10,10
63,2023-03-12,10
63,2023-04-11,10
63,2023-05-11,10
63,2023-06-10,10
63,2023-07-10,10
64,2023-06-29,10
64,2023-07-29,10
64,2023-08-28,10
64,2023-09-27,10
64,2023-10-27,10
64,2023-11-26,10
64,2023-12-26,10
65,2023-01-16,10
65,2023-02-15,10
65,2023-03-17,10
65,2023-04-16,10
65,2023-05-16,10
65,2023-06-15,10
66,2023-04-21,10
66,2023-05-21,10
66,2023-06-20,10
67,2023-01-02,10
67,2023-02-01,10
67,2023-03-03,10
67,2023-04-02,10
67,2023-05-02,10
67,2023-06-01,10
67,2023-07-01,10
67,2023-07-31,10
68,2023-07-08,10
68,2023-08-07,10
68,2023-09-06,10
68,2023-10-06,10
68,2023-11-05,10
68,2023-12-05,10
69,2023-04-07,10
69,2023-05-07,10
69,2023-06-06,10
69,2023-07-06,10
69,2023-08-05,10
69,2023-09-04,10
69,2023-10-04,10
70,2023-05-08,10
70,2023-06-07,10
70,2023-07-07,10
70,2023-08-06,10
70,2023-09-05,10
70,2023-10-05,10
71,2023-04-26,10
71,2023-05-26,10
71,2023-06-25,10
71,2023-07-25,10
71,2023-08-24,10
71,2023-09-23,10
71,2023-10-23,10
71,2023-11-22,10
71,2023-12-22,10
72,2023-07-04,10
72,2023-08-03,10
72,2023-09-02,10
72,2023-10-02,10
72,2023-11-01,10
72,2023-12-01,10
73,2023-07-17,10
73,2023-08-16,10
73,2023-09-15,10
73,2023-10-15,10
73,2023-11-14,10
73,2023-12-14,10
74,2023-07-14,10
74,2023-08-13,10
74,2023-09-12,10
74,2023-10-12,10
74,2023-11-11,10
74,2023-12-11,10
75,2023-04-25,10
76,2023-06-13,10
76,2023-07-13,10
76,2023-08-12,10
76,2023-09-11,10
76,2023-10-11,10
76,2023-11-10,10
76,2023-12-10,10
77,2023-02-06,10
77,2023-03-08,10
77,2023-04-07,10
77,2023-05-07,10
77,2023-06-06,10
77,2023-07-06,10
78,2023-04-25,10
78,2023-05-25,10
78,2023-06-24,10
78,2023-07-24,10
78,2023-08-23,10
79,2023-05-19,10
79,2023-06-18,10
79,2023-07-18,10
80,2023-01-09,10
81,2023-02-12,10
81,2023-03-14,10
81,2023-04-13,10
81,2023-05-13,10
82,2023-05-15,10
83,2023-04-22,10
83,2023-05-22,10
83,2023-06-21,10
83,2023-07-21,10
83,2023-08-20,10
83,2023-09-19,10
83,2023-10-19,10
83,2023-11-18,10
84,2023-02-08,10
84,2023-03-10,10
84,2023-04-09,10
84,2023-05-09,10
85,2023-02-21,10
85,2023-03-23,10
85,2023-04-22,10
85,2023-05-22,10
86,2023-05-10,10
86,2023-06-09,10
86,2023-07-09,10
86,2023-08-08,10
86,2023-09-07,10
86,2023-10-07,10
86,2023-11-06,10
86,2023-12-06,10
87,2023-05-22,10
87,2023-06-21,10
87,2023-07-21,10
87,2023-08-20,10
87,2023-09-19,10
88,2023-01-15,10
89,2023-05-08,10
89,2023-06-07,10
90,2023-02-11,10
90,2023-03-13,10
90,2023-04-12,10
90,2023-05-12,10
90,2023-06-11,10
90,2023-07-11,10
90,2023-08-10,10
90,2023-09-09,10
91,2023-01-05,10
91,2023-02-04,10
91,2023-03-06,10
91,2023-04-05,10
92,2023-03-24,10
92,2023-04-23,10
92,2023-05-23,10
92,2023-06-22,10
92,2023-07-22,10
92,2023-08-21,10
92,2023-09-20,10
92,2023-10-20,10
92,2023-11-19,10
93,2023-01-25,10
93,2023-02-24,10
93,2023-03-26,10
93,2023-04-25,10
94,2023-04-27,10
94,2023-05-27,10
94,2023-06-26,10
94,2023-07-26,10
94,2023-08-25,10
94,2023-09-24,10
94,2023-10-24,10
95,2023-02-01,10
95,2023-03-03,10
95,2023-04-02,10
95,2023-05-02,10
96,2023-01-06,10
96,2023-02-05,10
96,2023-03-07,10
97,2023-04-30,10
97,2023-05-30,10
97,2023-06-29,10
97,2023-07-29,10
97,2023-08-28,10
97,2023-09-27,10
97,2023-10-27,10
97,2023-11-26,10
97,2023-12-26,10
98,2023-02-02,10
98,2023-03-04,10
98,2023-04-03,10
98,2023-05-03,10
98,2023-06-02,10
98,2023-07-02,10
98,2023-08-01,10
99,2023-05-20,10
99,2023-06-19,10
99,2023-07-19,10
100,2023-07-16,10
100,2023-08-15,10
100,2023-09-14,10
101,2023-06-28,10
101,2023-07-28,10
101,2023-08-27,10
101,2023-09-26,10
101,2023-10-26,10
101,2023-11-25,10
101,2023-12-25,10
102,2023-07-12,10
102,2023-08-11,10
102,2023-09-10,10
102,2023-10-10,10
103,2023-07-08,10
103,2023-08-07,10
103,2023-09-06,10
103,2023-10-06,10
103,2023-11-05,10
103,2023-12-05,10
104,2023-01-02,10
104,2023-02-01,10
105,2023-05-24,10
105,2023-06-23,10
105,2023-07-23,10
105,2023-08-22,10
106,2023-06-12,10
106,2023-07-12,10
106,2023-08-11,10
106,2023-09-10,10
106,2023-10-10,10
106,2023-11-09,10
106,2023-12-09,10
107,2023-04-23,10
107,2023-05-23,10
107,2023-06-22,10
107,2023-07-22,10
107,2023-08-21,10
107,2023-09-20,10
107,2023-10-20,10
107,2023-11-19,10
107,2023-12-19,10
108,2023-02-24,10
108,2023-03-26,10
108,2023-04-25,10
108,2023-05-25,10
108,2023-06-24,10
108,2023-07-24,10
108,2023-08-23,10
109,2023-07-17,10
109,2023-08-16,10
109,2023-09-15,10
109,2023-10-15,10
109,2023-11-14,10
109,2023-12-14,10
110,2023-03-01,10
110,2023-03-31,10
110,2023-04-30,10
111,2023-01-30,10
111,2023-03-01,10
112,2023-05-17,10
112,2023-06-16,10
112,2023-07-16,10
113,2023-01-07,10
113,2023-02-06,10
114,2023-06-12,10
115,2023-03-13,10
115,2023-04-12,10
115,2023-05-12,10
115,2023-06-11,10
115,2023-07-11,10
115,2023-08-10,10
115,2023-09-09,10
115,2023-10-09,10
115,2023-11-08,10
116,2023-05-22,10
116,2023-06-21,10
116,2023-07-21,10
116,2023-08-20,10
116,2023-09-19,10
116,2023-10-19,10
116,2023-11-18,10
116,2023-12-18,10
117,2023-03-19,10
117,2023-04-18,10
117,2023-05-18,10
117,2023-06-17,10
117,2023-07-17,10
117,2023-08-16,10
117,2023-09-15,10
117,2023-10-15,10
118,2023-03-04,10
118,2023-04-03,10
118,2023-05-03,10
118,2023-06-02,10
118,2023-07-02,10
118,2023-08-01,10
119,2023-03-22,10
120,2023-06-08,10
120,2023-07-08,10
120,2023-08-07,10
120,2023-09-06,10
120,2023-10-06,10
120,2023-11-05,10
121,2023-03-14,10
121,2023-04-13,10
121,2023-05-13,10
121,2023-06-12,10
121,2023-07-12,10
121,2023-08-11,10
121,2023-09-10,10
122,2023-03-30,10
122,2023-04-29,10
122,2023-05-29,10
122,2023-06-28,10
122,2023-07-28,10
123,2023-05-15,10
123,2023-06-14,10
123,2023-07-14,10
123,2023-08-13,10
123,2023-09-12,10
123,2023-10-12,10
123,2023-11-11,10
123,2023-12-11,10
124,2023-06-30,10
125,2023-05-24,10
125,2023-06-23,10
125,2023-07-23,10
125,2023-08-22,10
125,2023-09-21,10
125,2023-10-21,10
125,2023-11-20,10
126,2023-02-24,10
126,2023-03-26,10
126,2023-04-25,10
127,2023-01-30,10
127,2023-03-01,10
127,2023-03-31,10
128,2023-06-19,10
128,2023-07-19,10
128,2023-08-18,10
128,2023-09-17,10
128,2023-10-17,10
128,2023-11-16,10
128,2023-12-16,10
129,2023-03-06,10
129,2023-04-05,10
130,2023-01-05,10
130,2023-02-04,10
130,2023-03-06,10
130,2023-04-05,10
131,2023-06-12,10
131,2023-07-12,10
131,2023-08-11,10
131,2023-09-10,10
131,2023-10-10,10
131,2023-11-09,10
132,2023-07-01,10
132,2023-07-31,10
132,2023-08-30,10
132,2023-09-29,10
132,2023-10-29,10
132,2023-11-28,10
132,2023-12-28,10
133,2023-05-08,10
133,2023-06-07,10
133,2023-07-07,10
133,2023-08-06,10
133,2023-09-05,10
133,2023-10-05,10
133,2023-11-04,10
133,2023-12-04,10
134,2023-06-18,10
134,2023-07-18,10
134,2023-08-17,10
134,2023-09-16,10
135,2023-01-18,10
135,2023-02-17,10
135,2023-03-19,10
135,2023-04-18,10
135,2023-05-18,10
135,2023-06-17,10
136,2023-01-26,10
136,2023-02-25,10
136,2023-03-27,10
137,2023-03-16,10
137,2023-04-15,10
137,2023-05-15,10
137,2023-06-14,10
137,2023-07-14,10
138,2023-02-16,10
138,2023-03-18,10
138,2023-04-17,10
138,2023-05-17,10
138,2023-06-16,10
138,2023-07-16,10
139,2023-03-15,10
139,2023-04-14,10
139,2023-05-14,10
139,2023-06-13,10
139,2023-07-13,10
139,2023-08-12,10
140,2023-03-04,10
140,2023-04-03,10
140,2023-05-03,10
140,2023-06-02,10
140,2023-07-02,10
140,2023-08-01,10
141,2023-05-09,10
141,2023-06-08,10
141,2023-07-08,10
141,2023-08-07,10
141,2023-09-06,10
141,2023-10-06,10
141,2023-11-05,10
142,2023-03-13,10
142,2023-04-12,10
142,2023-05-12,10
142,2023-06-11,10
142,2023-07-11,10
142,2023-08-10,10
142,2023-09-09,10
143,2023-03-27,10
143,2023-04-26,10
143,2023-05-26,10
143,2023-06-25,10
143,2023-07-25,10
143,2023-08-24,10
143,2023-09-23,10
144,2023-05-22,10
144,2023-06-21,10
144,2023-07-21,10
144,2023-08-20,10
145,2023-04-17,10
145,2023-05-17,10
145,2023-06-16,10
145,2023-07-16,10
146,2023-05-22,10
146,2023-06-21,10
146,2023-07-21,10
146,2023-08-20,10
147,2023-01-18,10
147,2023-02-17,10
147,2023-03-19,10
148,2023-02-02,10
149,2023-02-24,10
149,2023-03-26,10
149,2023-04-25,10
150,2023-01-28,10
150,2023-02-27,10
150,2023-03-29,10
150,2023-04-28,10
150,2023-05-28,10
150,2023-06-27,10
150,2023-07-27,10
151,2023-02-09,10
151,2023-03-11,10
151,2023-04-10,10
151,2023-05-10,10
152,2023-07-13,10
152,2023-08-12,10
152,2023-09-11,10
152,2023-10-11,10
152,2023-11-10,10
152,2023-12-10,10
153,2023-05-07,10
153,2023-06-06,10
153,2023-07-06,10
153,2023-08-05,10
153,2023-09-04,10
153,2023-10-04,10
153,2023-11-03,10
153,2023-12-03,10
154,2023-07-15,10
154,2023-08-14,10
154,2023-09-13,10
154,2023-10-13,10
154,2023-11-12,10
155,2023-02-07,10
155,2023-03-09,10
155,2023-04-08,10
155,2023-05-08,10
155,2023-06-07,10
156,2023-04-13,10
156,2023-05-13,10
156,2023-06-12,10
157,2023-02-24,10
157,2023-03-26,10
157,2023-04-25,10
157,2023-05-25,10
158,2023-02-02,10
158,2023-03-04,10
158,2023-04-03,10
158,2023-05-03,10
158,2023-06-02,10
158,2023-07-02,10
159,2023-02-19,10
159,2023-03-21,10
160,2023-02-02,10
160,2023-03-04,10
161,2023-01-16,10
161,2023-02-15,10
162,2023-07-09,10
163,2023-01-27,10
163,2023-02-26,10
163,2023-03-28,10
163,2023-04-27,10
163,2023-05-27,10
163,2023-06-26,10
163,2023-07-26,10
163,2023-08-25,10
164,2023-05-10,10
164,2023-06-09,10
164,2023-07-09,10
164,2023-08-08,10
164,2023-09-07,10
164,2023-10-07,10
164,2023-11-06,10
165,2023-02-24,10
165,2023-03-26,10
165,2023-04-25,10
165,2023-05-25,10
165,2023-06-24,10
166,2023-03-18,10
166,2023-04-17,10
166,2023-05-17,10
166,2023-06-16,10
166,2023-07-16,10
166,2023-08-15,10
166,2023-09-14,10
167,2023-06-08,10
167,2023-07-08,10
167,2023-08-07,10
167,2023-09-06,10
167,2023-10-06,10
167,2023-11-05,10
167,2023-12-05,10
168,2023-04-21,10
168,2023-05-21,10
168,2023-06-20,10
169,2023-07-16,10
169,2023-08-15,10
169,2023-09-14,10
169,2023-10-14,10
169,2023-11-13,10
169,2023-12-13,10
170,2023-03-06,10
170,2023-04-05,10
170,2023-05-05,10
170,2023-06-04,10
170,2023-07-04,10
171,2023-05-06,10
171,2023-06-05,10
171,2023-07-05,10
171,2023-08-04,10
171,2023-09-03,10
172,2023-06-03,10
172,2023-07-03,10
172,2023-08-02,10
172,2023-09-01,10
172,2023-10-01,10
172,2023-10-31,10
173,2023-07-06,10
174,2023-03-20,10
174,2023-04-19,10
174,2023-05-19,10
175,2023-04-10,10
175,2023-05-10,10
175,2023-06-09,10
175,2023-07-09,10
175,2023-08-08,10
176,2023-06-23,10
176,2023-07-23,10
176,2023-08-22,10
177,2023-06-11,10
177,2023-07-11,10
177,2023-08-10,10
177,2023-09-09,10
177,2023-10-09,10
177,2023-11-08,10
177,2023-12-08,10
178,2023-07-02,10
178,2023-08-01,10
178,2023-08-31,10
178,2023-09-30,10
178,2023-10-30,10
178,2023-11-29,10
179,2023-05-21,10
179,2023-06-20,10
180,2023-04-19,10
180,2023-05-19,10
180,2023-06-18,10
180,2023-07-18,10
180,2023-08-17,10
180,2023-09-16,10
181,2023-02-26,10
181,2023-03-28,10
181,2023-04-27,10
182,2023-04-23,10
183,2023-05-18,10
183,2023-06-17,10
184,2023-01-25,10
185,2023-02-21,10
185,2023-03-23,10
185,2023-04-22,10
185,2023-05-22,10
186,2023-03-30,10
186,2023-04-29,10
187,2023-06-28,10
187,2023-07-28,10
188,2023-02-11,10
188,2023-03-13,10
188,2023-04-12,10
188,2023-05-12,10
189,2023-05-12,10
189,2023-06-11,10
189,2023-07-11,10
189,2023-08-10,10
189,2023-09-09,10
189,2023-10-09,10
190,2023-07-11,10
190,2023-08-10,10
190,2023-09-09,10
191,2023-04-12,10
192,2023-06-20,10
192,2023-07-20,10
192,2023-08-19,10
192,2023-09-18,10
192,2023-10-18,10
193,2023-04-22,10
193,2023-05-22,10
193,2023-06-21,10
193,2023-07-21,10
193,2023-08-20,10
194,2023-05-09,10
194,2023-06-08,10
194,2023-07-08,10
194,2023-08-07,10
195,2023-04-11,10
195,2023-05-11,10
195,2023-06-10,10
195,2023-07-10,10
195,2023-08-09,10
195,2023-09-08,10
196,2023-06-09,10
196,2023-07-09,10
197,2023-07-13,10
197,2023-08-12,10
197,2023-09-11,10
197,2023-10-11,10
198,2023-05-09,10
198,2023-06-08,10
198,2023-07-08,10
198,2023-08-07,10
198,2023-09-06,10
198,2023-10-06,10
199,2023-06-30,10
199,2023-07-30,10
199,2023-08-29,10
199,2023-09-28,10
200,2023-04-17,10
200,2023-05-17,10
200,2023-06-16,10
201,2023-07-19,10
202,2023-04-30,10
202,2023-05-30,10
202,2023-06-29,10
202,2023-07-29,10
202,2023-08-28,10
202,2023-09-27,10
202,2023-10-27,10
202,2023-11-26,10
203,2023-03-20,10
203,2023-04-19,10
203,2023-05-19,10
203,2023-06-18,10
203,2023-07-18,10
203,2023-08-17,10
203,2023-09-16,10
204,2023-02-23,10
204,2023-03-25,10
204,2023-04-24,10
204,2023-05-24,10
204,2023-06-23,10
204,2023-07-23,10
204,2023-08-22,10
204,2023-09-21,10
204,2023-10-21,10
205,2023-03-07,10
205,2023-04-06,10
205,2023-05-06,10
205,2023-06-05,10
205,2023-07-05,10
